+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                500 |   5 |    RUNNING |   WAITING |
|                500 |   1 |      READY |   RUNNING |
|                520 |   1 |    RUNNING |   WAITING |
|                520 |   2 |      READY |   RUNNING |
|                545 |   2 |    RUNNING |   WAITING |
|                545 |   4 |    WAITING |     READY |
|                545 |   5 |    WAITING |     READY |
|                545 |   3 |      READY |   RUNNING |
|                555 |   3 |    RUNNING |   WAITING |
|                555 |   1 |    WAITING |     READY |
|                555 |   4 |      READY |   RUNNING |
|                585 |   4 |    RUNNING |   WAITING |
|                585 |   2 |    WAITING |     READY |
|                585 |   3 |    WAITING |     READY |
|                585 |   5 |      READY |   RUNNING |
|                600 |   5 |    RUNNING |   WAITING |
|                600 |   1 |      READY |   RUNNING |
|                620 |   1 |    RUNNING |   WAITING |
|                620 |   2 |      READY |   RUNNING |
|                645 |   2 |    RUNNING |   WAITING |
|                645 |   4 |    WAITING |     READY |
|                645 |   5 |    WAITING |     READY |
|                645 |   3 |      READY |   RUNNING |
|                655 |   3 |    RUNNING |   WAITING |
|                655 |   1 |    WAITING |     READY |
|                655 |   4 |      READY |   RUNNING |
|                685 |   4 |    RUNNING |   WAITING |
|                685 |   2 |    WAITING |     READY |
|                685 |   3 |    WAITING |     READY |
|                685 |   5 |      READY |   RUNNING |
|                700 |   5 |    RUNNING |   WAITING |
|                700 |   1 |      READY |   RUNNING |
|                720 |   1 |    RUNNING |   WAITING |
|                720 |   2 |      READY |   RUNNING |
|                745 |   2 |    RUNNING |   WAITING |
|                745 |   4 |    WAITING |     READY |
|                745 |   5 |    WAITING |     READY |
|                745 |   3 |      READY |   RUNNING |
|                755 |   3 |    RUNNING |   WAITING |
|                755 |   1 |    WAITING |     READY |
|                755 |   4 |      READY |   RUNNING |
|                785 |   4 |    RUNNING |   WAITING |
|                785 |   2 |    WAITING |     READY |
|                785 |   3 |    WAITING |     READY |
|                785 |   5 |      READY |   RUNNING |
|                800 |   5 |    RUNNING |   WAITING |
|                800 |   1 |      READY |   RUNNING |
|                820 |   1 |    RUNNING |   WAITING |
|                820 |   2 |      READY |   RUNNING |
|                845 |   2 |    RUNNING |   WAITING |
|                845 |   4 |    WAITING |     READY |
|                845 |   5 |    WAITING |     READY |
|                845 |   3 |      READY |   RUNNING |
|                855 |   3 |    RUNNING |   WAITING |
|                855 |   1 |    WAITING |     READY |
|                855 |   4 |      READY |   RUNNING |
|                885 |   4 |    RUNNING |   WAITING |
|                885 |   2 |    WAITING |     READY |
|                885 |   3 |    WAITING |     READY |
|                885 |   5 |      READY |   RUNNING |
|                900 |   5 |    RUNNING |   WAITING |
|                900 |   1 |      READY |   RUNNING |
|                920 |   1 |    RUNNING | TERMINATED |
|                920 |   2 |      READY |   RUNNING |
|                945 |   2 |    RUNNING | TERMINATED |
|                945 |   4 |    WAITING |     READY |
|                945 |   5 |    WAITING |     READY |
|                945 |   3 |      READY |   RUNNING |
|                955 |   3 |    RUNNING |   WAITING |
|                955 |   4 |      READY |   RUNNING |
|                985 |   4 |    RUNNING | TERMINATED |
|                985 |   3 |    WAITING |     READY |
|                985 |   6 |        NEW |     READY |
|                985 |   5 |      READY |   RUNNING |
|               1000 |   5 |    RUNNING |   WAITING |
|               1000 |   3 |      READY |   RUNNING |
|               1010 |   3 |    RUNNING |   WAITING |
|               1010 |   6 |      READY |   RUNNING |
|               1035 |   6 |    RUNNING |   WAITING |
|               1035 |   5 |    WAITING |     READY |
|               1035 |   3 |    WAITING |     READY |
|               1035 |   5 |      READY |   RUNNING |
|               1050 |   5 |    RUNNING |   WAITING |
|               1050 |   3 |      READY |   RUNNING |
|               1060 |   3 |    RUNNING |   WAITING |
|               1065 |   6 |    WAITING |     READY |
|               1065 |   6 |      READY |   RUNNING |
|               1090 |   6 |    RUNNING |   WAITING |
|               1090 |   5 |    WAITING |     READY |
|               1090 |   3 |    WAITING |     READY |
|               1090 |   5 |      READY |   RUNNING |
|               1105 |   5 |    RUNNING | TERMINATED |
|               1105 |   3 |      READY |   RUNNING |
|               1115 |   3 |    RUNNING |   WAITING |
|               1120 |   6 |    WAITING |     READY |
|               1120 |   6 |      READY |   RUNNING |
|               1145 |   6 |    RUNNING |   WAITING |
|               1145 |   3 |    WAITING |     READY |
|               1145 |   3 |      READY |   RUNNING |
|               1155 |   3 |    RUNNING |   WAITING |
|               1175 |   6 |    WAITING |     READY |
|               1175 |   3 |    WAITING |     READY |
|               1175 |   6 |      READY |   RUNNING |
|               1200 |   6 |    RUNNING |   WAITING |
|               1200 |   3 |      READY |   RUNNING |
|               1210 |   3 |    RUNNING | TERMINATED |
|               1230 |   6 |    WAITING |     READY |
|               1230 |   6 |      READY |   RUNNING |
|               1255 |   6 |    RUNNING |   WAITING |
|               1285 |   6 |    WAITING |     READY |
|               1285 |   6 |      READY |   RUNNING |
|               1310 |   6 |    RUNNING |   WAITING |
|               1340 |   6 |    WAITING |     READY |
|               1340 |   6 |      READY |   RUNNING |
|               1365 |   6 |    RUNNING |   WAITING |
|               1395 |   6 |    WAITING |     READY |
|               1395 |   6 |      READY |   RUNNING |
|               1420 |   6 |    RUNNING |   WAITING |
|               1450 |   6 |    WAITING |     READY |
|               1450 |   6 |      READY |   RUNNING |
|               1470 |   6 |    RUNNING | TERMINATED |
