+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          25 |   -1, 1, -1, -1, -1, -1,  |                75 |                75 |
|            1 |          65 |    2, 1, -1, -1, -1, -1,  |                35 |                35 |
|            3 |          80 |     2, 1, 4, -1, -1, -1,  |                20 |                20 |
|            4 |          90 |      2, 1, 4, 5, -1, -1,  |                10 |                10 |
|          148 |          50 |     -1, 1, 4, 5, -1, -1,  |                50 |                50 |
|          148 |          90 |      6, 1, 4, 5, -1, -1,  |                10 |                10 |
|          168 |          75 |     6, 1, -1, 5, -1, -1,  |                25 |                25 |
|          169 |          90 |      6, 1, 7, 5, -1, -1,  |                10 |                10 |
|          179 |          80 |     6, 1, 7, -1, -1, -1,  |                20 |                20 |
|          179 |          90 |      6, 1, 7, 8, -1, -1,  |                10 |                10 |
|          185 |          65 |     6, -1, 7, 8, -1, -1,  |                35 |                35 |
|          221 |          25 |    -1, -1, 7, 8, -1, -1,  |                75 |                75 |
|          221 |          65 |     3, -1, 7, 8, -1, -1,  |                35 |                35 |
|          253 |          50 |    3, -1, -1, 8, -1, -1,  |                50 |                50 |
|          275 |          40 |   3, -1, -1, -1, -1, -1,  |                60 |                60 |
|          309 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
