+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |           8 |   -1, -1, -1, -1, 1, -1,  |                92 |                92 |
|            5 |          18 |    -1, -1, -1, 2, 1, -1,  |                82 |                82 |
|           10 |          33 |     -1, -1, 3, 2, 1, -1,  |                67 |                67 |
|           15 |          58 |      -1, 4, 3, 2, 1, -1,  |                42 |                42 |
|           20 |          98 |       5, 4, 3, 2, 1, -1,  |                 2 |                 2 |
|          195 |          58 |      -1, 4, 3, 2, 1, -1,  |                42 |                42 |
|          195 |          98 |      10, 4, 3, 2, 1, -1,  |                 2 |                 2 |
|          211 |          83 |     10, 4, -1, 2, 1, -1,  |                17 |                17 |
|          211 |          98 |      10, 4, 6, 2, 1, -1,  |                 2 |                 2 |
|          213 |          88 |     10, 4, 6, -1, 1, -1,  |                12 |                12 |
|          218 |          80 |    10, 4, 6, -1, -1, -1,  |                20 |                20 |
|          266 |          55 |   10, -1, 6, -1, -1, -1,  |                45 |                45 |
|          266 |          80 |    10, 8, 6, -1, -1, -1,  |                20 |                20 |
|          269 |          40 |    -1, 8, 6, -1, -1, -1,  |                60 |                60 |
|          269 |          80 |     7, 8, 6, -1, -1, -1,  |                20 |                20 |
|          344 |          55 |    7, -1, 6, -1, -1, -1,  |                45 |                45 |
|          344 |          80 |     7, 9, 6, -1, -1, -1,  |                20 |                20 |
|          361 |          40 |    -1, 9, 6, -1, -1, -1,  |                60 |                60 |
|          408 |          25 |   -1, 9, -1, -1, -1, -1,  |                75 |                75 |
|          454 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
