+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
+------------------------------------------------+
|                  0 |   1 |        NEW |     READY |
|                  0 |   1 |      READY |   RUNNING |
|                  1 |   2 |        NEW |     READY |
|                  2 |   3 |        NEW |     READY |
|                  3 |   4 |        NEW |     READY |
|                  4 |   5 |        NEW |     READY |
|                  5 |   1 |    RUNNING |   WAITING |
|                  5 |   2 |      READY |   RUNNING |
|                  8 |   1 |    WAITING |     READY |
|                  8 |   1 |      READY |   RUNNING |
|                 13 |   1 |    RUNNING |   WAITING |
|                 16 |   1 |    WAITING |     READY |
|                 16 |   1 |      READY |   RUNNING |
|                 21 |   1 |    RUNNING | TERMINATED |
|                 22 |   2 |    RUNNING |   WAITING |
|                 22 |   3 |      READY |   RUNNING |
|                 24 |  15 |        NEW |     READY |
|                 27 |   2 |    WAITING |     READY |
|                 27 |   2 |      READY |   RUNNING |
|                 34 |   2 |    RUNNING |   WAITING |
|                 39 |   3 |    RUNNING |   WAITING |
|                 39 |   2 |    WAITING |     READY |
|                 39 |   2 |      READY |   RUNNING |
|                 45 |   2 |    RUNNING | TERMINATED |
|                 45 |   3 |    WAITING |     READY |
|                 45 |   3 |      READY |   RUNNING |
|                 47 |  11 |        NEW |     READY |
|                 55 |   3 |    RUNNING |   WAITING |
|                 55 |   4 |      READY |   RUNNING |
|                 60 |   4 |    RUNNING |   WAITING |
|                 60 |   5 |      READY |   RUNNING |
|                 61 |   3 |    WAITING |     READY |
|                 61 |   3 |      READY |   RUNNING |
|                 62 |   4 |    WAITING |     READY |
|                 66 |   3 |    RUNNING | TERMINATED |
|                 66 |   4 |      READY |   RUNNING |
|                 67 |   7 |        NEW |     READY |
|                 71 |   4 |    RUNNING |   WAITING |
|                 73 |   4 |    WAITING |     READY |
|                 73 |   4 |      READY |   RUNNING |
|                 78 |   4 |    RUNNING |   WAITING |
|                 80 |   4 |    WAITING |     READY |
|                 80 |   4 |      READY |   RUNNING |
|                 85 |   4 |    RUNNING |   WAITING |
|                 87 |   4 |    WAITING |     READY |
|                 87 |   4 |      READY |   RUNNING |
|                 92 |   4 |    RUNNING |   WAITING |
|                 94 |   5 |    RUNNING |   WAITING |
|                 94 |   4 |    WAITING |     READY |
|                 94 |   4 |      READY |   RUNNING |
|                 99 |   4 |    RUNNING | TERMINATED |
|                 99 |  13 |        NEW |     READY |
|                 99 |   7 |      READY |   RUNNING |
|                102 |   7 |    RUNNING |   WAITING |
|                102 |   5 |    WAITING |     READY |
|                102 |   5 |      READY |   RUNNING |
|                104 |   7 |    WAITING |     READY |
|                111 |   5 |    RUNNING |   WAITING |
|                111 |   7 |      READY |   RUNNING |
|                114 |   7 |    RUNNING |   WAITING |
|                114 |  11 |      READY |   RUNNING |
|                116 |   7 |    WAITING |     READY |
|                116 |   7 |      READY |   RUNNING |
|                119 |   7 |    RUNNING |   WAITING |
|                119 |   5 |    WAITING |     READY |
|                119 |   5 |      READY |   RUNNING |
|                121 |   7 |    WAITING |     READY |
|                128 |   5 |    RUNNING |   WAITING |
|                128 |   7 |      READY |   RUNNING |
|                131 |   7 |    RUNNING | TERMINATED |
|                133 |  11 |    RUNNING |   WAITING |
|                133 |  13 |      READY |   RUNNING |
|                135 |  14 |        NEW |     READY |
|                136 |   5 |    WAITING |     READY |
|                136 |   5 |      READY |   RUNNING |
