+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          10 |   -1, -1, -1, 1, -1, -1,  |                90 |                90 |
|            2 |          25 |    -1, -1, 2, 1, -1, -1,  |                75 |                75 |
|            4 |          33 |     -1, -1, 2, 1, 3, -1,  |                67 |                67 |
|            6 |          58 |      -1, 4, 2, 1, 3, -1,  |                42 |                42 |
|            8 |          98 |       5, 4, 2, 1, 3, -1,  |                 2 |                 2 |
|          107 |          73 |      5, -1, 2, 1, 3, -1,  |                27 |                27 |
|          107 |          98 |       5, 6, 2, 1, 3, -1,  |                 2 |                 2 |
|          124 |          90 |      5, 6, 2, 1, -1, -1,  |                10 |                10 |
|          141 |          75 |     5, 6, -1, 1, -1, -1,  |                25 |                25 |
|          164 |          65 |    5, 6, -1, -1, -1, -1,  |                35 |                35 |
|          195 |          25 |   -1, 6, -1, -1, -1, -1,  |                75 |                75 |
|          195 |          65 |    7, 6, -1, -1, -1, -1,  |                35 |                35 |
|          204 |          40 |   7, -1, -1, -1, -1, -1,  |                60 |                60 |
|          264 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
