+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          10 |   -1, -1, -1, 1, -1, -1,  |                90 |                90 |
|           10 |          25 |    -1, -1, 2, 1, -1, -1,  |                75 |                75 |
|           10 |          50 |     -1, 3, 2, 1, -1, -1,  |                50 |                50 |
|           10 |          58 |      -1, 3, 2, 1, 4, -1,  |                42 |                42 |
|           10 |          98 |       5, 3, 2, 1, 4, -1,  |                 2 |                 2 |
|          168 |          73 |      5, -1, 2, 1, 4, -1,  |                27 |                27 |
|          168 |          98 |       5, 8, 2, 1, 4, -1,  |                 2 |                 2 |
|          190 |          88 |      5, 8, 2, -1, 4, -1,  |                12 |                12 |
|          198 |          73 |     5, 8, -1, -1, 4, -1,  |                27 |                27 |
|          198 |          88 |      5, 8, 9, -1, 4, -1,  |                12 |                12 |
|          198 |          98 |      5, 8, 9, 10, 4, -1,  |                 2 |                 2 |
|          239 |          90 |     5, 8, 9, 10, -1, -1,  |                10 |                10 |
|          270 |          50 |    -1, 8, 9, 10, -1, -1,  |                50 |                50 |
|          270 |          90 |     6, 8, 9, 10, -1, -1,  |                10 |                10 |
|          350 |          75 |    6, 8, -1, 10, -1, -1,  |                25 |                25 |
|          351 |          65 |    6, 8, -1, -1, -1, -1,  |                35 |                35 |
|          358 |          40 |   6, -1, -1, -1, -1, -1,  |                60 |                60 |
|          358 |          65 |    6, 7, -1, -1, -1, -1,  |                35 |                35 |
|          402 |          25 |   -1, 7, -1, -1, -1, -1,  |                75 |                75 |
|          442 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
