+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                214 |   5 |    RUNNING |   WAITING |
|                217 |   7 |    RUNNING |   WAITING |
|                217 |   8 |      READY |   RUNNING |
|                219 |   5 |    WAITING |     READY |
|                219 |   5 |      READY |   RUNNING |
|                224 |   7 |    WAITING |     READY |
|                226 |   5 |    RUNNING |   WAITING |
|                226 |   7 |      READY |   RUNNING |
|                231 |   5 |    WAITING |     READY |
|                231 |   5 |      READY |   RUNNING |
|                238 |   5 |    RUNNING |   WAITING |
|                242 |   7 |    RUNNING |   WAITING |
|                243 |   8 |    RUNNING |   WAITING |
|                243 |   5 |    WAITING |     READY |
|                243 |   5 |      READY |   RUNNING |
|                245 |   8 |    WAITING |     READY |
|                246 |   5 |    RUNNING | TERMINATED |
|                246 |   6 |        NEW |     READY |
|                246 |   6 |      READY |   RUNNING |
|                249 |   7 |    WAITING |     READY |
|                264 |   6 |    RUNNING |   WAITING |
|                264 |   7 |      READY |   RUNNING |
|                273 |   7 |    RUNNING |   WAITING |
|                273 |   8 |      READY |   RUNNING |
|                274 |   6 |    WAITING |     READY |
|                274 |   6 |      READY |   RUNNING |
|                280 |   7 |    WAITING |     READY |
|                292 |   6 |    RUNNING |   WAITING |
|                292 |   7 |      READY |   RUNNING |
|                300 |   7 |    RUNNING | TERMINATED |
|                302 |   8 |    RUNNING |   WAITING |
|                302 |   6 |    WAITING |     READY |
|                302 |   6 |      READY |   RUNNING |
|                304 |   8 |    WAITING |     READY |
|                320 |   6 |    RUNNING |   WAITING |
|                320 |   8 |      READY |   RUNNING |
|                323 |   8 |    RUNNING |   WAITING |
|                323 |   9 |      READY |   RUNNING |
|                325 |   8 |    WAITING |     READY |
|                325 |   8 |      READY |   RUNNING |
|                328 |   8 |    RUNNING |   WAITING |
|                330 |   6 |    WAITING |     READY |
|                330 |   8 |    WAITING |     READY |
|                330 |   6 |      READY |   RUNNING |
|                346 |   6 |    RUNNING | TERMINATED |
|                346 |   8 |      READY |   RUNNING |
|                349 |   8 |    RUNNING |   WAITING |
|                351 |   8 |    WAITING |     READY |
|                351 |   8 |      READY |   RUNNING |
|                354 |   8 |    RUNNING |   WAITING |
|                356 |   8 |    WAITING |     READY |
|                356 |   8 |      READY |   RUNNING |
|                358 |   8 |    RUNNING | TERMINATED |
|                362 |   9 |    RUNNING |   WAITING |
|                362 |  10 |      READY |   RUNNING |
|                368 |  10 |    RUNNING |   WAITING |
|                368 |   9 |    WAITING |     READY |
|                368 |   9 |      READY |   RUNNING |
|                372 |  10 |    WAITING |     READY |
|                380 |   9 |    RUNNING |   WAITING |
|                380 |  10 |      READY |   RUNNING |
|                386 |  10 |    RUNNING |   WAITING |
|                386 |   9 |    WAITING |     READY |
|                386 |   9 |      READY |   RUNNING |
|                390 |  10 |    WAITING |     READY |
|                398 |   9 |    RUNNING |   WAITING |
|                398 |  10 |      READY |   RUNNING |
|                404 |  10 |    RUNNING |   WAITING |
|                404 |   9 |    WAITING |     READY |
|                404 |   9 |      READY |   RUNNING |
|                408 |  10 |    WAITING |     READY |
|                416 |   9 |    RUNNING |   WAITING |
|                416 |  10 |      READY |   RUNNING |
|                422 |  10 |    RUNNING |   WAITING |
|                422 |   9 |    WAITING |     READY |
|                422 |   9 |      READY |   RUNNING |
|                424 |   9 |    RUNNING | TERMINATED |
|                426 |  10 |    WAITING |     READY |
|                426 |  10 |      READY |   RUNNING |
|                427 |  10 |    RUNNING | TERMINATED |
