+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                115 |   4 |    WAITING |     READY |
|                116 |   5 |      READY |   RUNNING |
|                118 |   1 |      READY |   RUNNING |
|                119 |   4 |      READY |   RUNNING |
|                130 |   4 |    RUNNING |   WAITING |
|                132 |   5 |    RUNNING |   WAITING |
|                132 |   4 |    WAITING |     READY |
|                135 |   5 |    WAITING |     READY |
|                135 |   4 |      READY |   RUNNING |
|                137 |   2 |    RUNNING |   WAITING |
|                138 |   1 |    RUNNING |   WAITING |
|                139 |   3 |    RUNNING |   WAITING |
|                139 |   5 |      READY |   RUNNING |
|                140 |   5 |    RUNNING | TERMINATED |
|                140 |   9 |        NEW |     READY |
|                141 |   2 |    WAITING |     READY |
|                141 |   9 |      READY |   RUNNING |
|                143 |   4 |    RUNNING |   WAITING |
|                143 |   1 |    WAITING |     READY |
|                143 |   2 |      READY |   RUNNING |
|                145 |   4 |    WAITING |     READY |
|                145 |   1 |      READY |   RUNNING |
|                147 |   3 |    WAITING |     READY |
|                148 |   4 |      READY |   RUNNING |
|                151 |   3 |      READY |   RUNNING |
|                159 |   4 |    RUNNING | TERMINATED |
|                161 |   6 |        NEW |     READY |
|                164 |   1 |    RUNNING |   WAITING |
|                165 |   2 |    RUNNING |   WAITING |
|                165 |   6 |      READY |   RUNNING |
|                168 |   9 |    RUNNING |   WAITING |
|                169 |   6 |    RUNNING |   WAITING |
|                169 |   1 |    WAITING |     READY |
|                169 |   2 |    WAITING |     READY |
|                170 |   6 |    WAITING |     READY |
|                170 |   1 |      READY |   RUNNING |
|                171 |   2 |      READY |   RUNNING |
|                173 |   6 |      READY |   RUNNING |
|                174 |   9 |    WAITING |     READY |
|                178 |   6 |    RUNNING |   WAITING |
|                178 |   9 |      READY |   RUNNING |
|                179 |   6 |    WAITING |     READY |
|                183 |   6 |      READY |   RUNNING |
|                189 |   6 |    RUNNING |   WAITING |
|                190 |   1 |    RUNNING |   WAITING |
|                190 |   6 |    WAITING |     READY |
|                192 |   3 |    RUNNING | TERMINATED |
|                192 |   8 |        NEW |     READY |
|                193 |   6 |      READY |   RUNNING |
|                195 |   2 |    RUNNING |   WAITING |
|                195 |   1 |    WAITING |     READY |
|                195 |   8 |      READY |   RUNNING |
|                198 |   6 |    RUNNING |   WAITING |
|                198 |   1 |      READY |   RUNNING |
|                199 |   2 |    WAITING |     READY |
|                199 |   6 |    WAITING |     READY |
|                202 |   2 |      READY |   RUNNING |
|                203 |   6 |      READY |   RUNNING |
|                206 |   9 |    RUNNING |   WAITING |
|                209 |   6 |    RUNNING |   WAITING |
|                210 |   6 |    WAITING |     READY |
|                212 |   2 |    RUNNING | TERMINATED |
|                212 |   9 |    WAITING |     READY |
|                213 |   6 |      READY |   RUNNING |
|                215 |   1 |    RUNNING |   WAITING |
|                215 |   9 |      READY |   RUNNING |
|                218 |   6 |    RUNNING |   WAITING |
|                219 |   6 |    WAITING |     READY |
|                220 |   1 |    WAITING |     READY |
|                221 |   6 |      READY |   RUNNING |
|                223 |   1 |      READY |   RUNNING |
|                226 |   6 |    RUNNING |   WAITING |
|                227 |   6 |    WAITING |     READY |
|                230 |   6 |      READY |   RUNNING |
|                235 |   6 |    RUNNING |   WAITING |
|                236 |   6 |    WAITING |     READY |
|                237 |   9 |    RUNNING |   WAITING |
|                239 |   1 |    RUNNING | TERMINATED |
|                239 |   6 |      READY |   RUNNING |
|                242 |   6 |    RUNNING |   WAITING |
|                243 |   9 |    WAITING |     READY |
|                243 |   6 |    WAITING |     READY |
|                244 |   8 |    RUNNING |   WAITING |
|                244 |   9 |      READY |   RUNNING |
|                245 |   6 |      READY |   RUNNING |
|                248 |   6 |    RUNNING | TERMINATED |
|                253 |   9 |    RUNNING |   WAITING |
|                254 |   8 |    WAITING |     READY |
|                254 |   8 |      READY |   RUNNING |
|                259 |   9 |    WAITING |     READY |
|                260 |   9 |      READY |   RUNNING |
|                273 |   9 |    RUNNING |   WAITING |
|                276 |   8 |    RUNNING |   WAITING |
|                279 |   9 |    WAITING |     READY |
|                279 |   9 |      READY |   RUNNING |
|                286 |   9 |    RUNNING |   WAITING |
|                286 |   8 |    WAITING |     READY |
|                286 |   8 |      READY |   RUNNING |
|                292 |   9 |    WAITING |     READY |
|                293 |   9 |      READY |   RUNNING |
|                306 |   9 |    RUNNING |   WAITING |
|                308 |   8 |    RUNNING |   WAITING |
|                312 |   9 |    WAITING |     READY |
|                312 |   9 |      READY |   RUNNING |
|                313 |   9 |    RUNNING | TERMINATED |
|                313 |   7 |        NEW |     READY |
|                313 |   7 |      READY |   RUNNING |
|                318 |   7 |    RUNNING |   WAITING |
|                318 |   8 |    WAITING |     READY |
|                318 |   8 |      READY |   RUNNING |
|                322 |   7 |    WAITING |     READY |
|                323 |   7 |      READY |   RUNNING |
|                332 |   7 |    RUNNING |   WAITING |
|                336 |   7 |    WAITING |     READY |
|                337 |   7 |      READY |   RUNNING |
|                339 |   8 |    RUNNING | TERMINATED |
|                343 |   7 |    RUNNING |   WAITING |
|                347 |   7 |    WAITING |     READY |
|                347 |   7 |      READY |   RUNNING |
|                352 |   7 |    RUNNING |   WAITING |
|                356 |   7 |    WAITING |     READY |
|                356 |   7 |      READY |   RUNNING |
|                361 |   7 |    RUNNING |   WAITING |
|                365 |   7 |    WAITING |     READY |
|                365 |   7 |      READY |   RUNNING |
|                370 |   7 |    RUNNING |   WAITING |
|                374 |   7 |    WAITING |     READY |
|                374 |   7 |      READY |   RUNNING |
|                379 |   7 |    RUNNING | TERMINATED |
