+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |           8 |   -1, -1, -1, -1, 1, -1,  |                92 |                92 |
|            5 |          23 |    -1, -1, 2, -1, 1, -1,  |                77 |                77 |
|            5 |          33 |     -1, -1, 2, 3, 1, -1,  |                67 |                67 |
|            5 |          58 |      -1, 4, 2, 3, 1, -1,  |                42 |                42 |
|            5 |          98 |       5, 4, 2, 3, 1, -1,  |                 2 |                 2 |
|           77 |          90 |      5, 4, 2, 3, -1, -1,  |                10 |                10 |
|           83 |          75 |     5, 4, -1, 3, -1, -1,  |                25 |                25 |
|           83 |          83 |      5, 4, -1, 3, 7, -1,  |                17 |                17 |
|           88 |          73 |     5, 4, -1, -1, 7, -1,  |                27 |                27 |
|          102 |          88 |     5, 4, 11, -1, 7, -1,  |                12 |                12 |
|          110 |          98 |     5, 4, 11, 14, 7, -1,  |                 2 |                 2 |
|          144 |          58 |    -1, 4, 11, 14, 7, -1,  |                42 |                42 |
|          144 |          98 |     6, 4, 11, 14, 7, -1,  |                 2 |                 2 |
|          151 |          73 |    6, -1, 11, 14, 7, -1,  |                27 |                27 |
|          155 |          98 |    6, 12, 11, 14, 7, -1,  |                 2 |                 2 |
|          158 |          90 |   6, 12, 11, 14, -1, -1,  |                10 |                10 |
|          158 |          98 |   6, 12, 11, 14, 15, -1,  |                 2 |                 2 |
|          204 |          83 |   6, 12, -1, 14, 15, -1,  |                17 |                17 |
|          252 |          43 |  -1, 12, -1, 14, 15, -1,  |                57 |                57 |
|          252 |          83 |  13, 12, -1, 14, 15, -1,  |                17 |                17 |
|          255 |          58 |  13, -1, -1, 14, 15, -1,  |                42 |                42 |
|          256 |          83 |   13, 8, -1, 14, 15, -1,  |                17 |                17 |
|          289 |          73 |   13, 8, -1, -1, 15, -1,  |                27 |                27 |
|          334 |          65 |   13, 8, -1, -1, -1, -1,  |                35 |                35 |
|          349 |          25 |   -1, 8, -1, -1, -1, -1,  |                75 |                75 |
|          349 |          65 |   10, 8, -1, -1, -1, -1,  |                35 |                35 |
|          379 |          40 |  10, -1, -1, -1, -1, -1,  |                60 |                60 |
|          379 |          65 |   10, 9, -1, -1, -1, -1,  |                35 |                35 |
|          460 |          40 |  10, -1, -1, -1, -1, -1,  |                60 |                60 |
|          476 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
