+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          10 |   -1, -1, -1, 1, -1, -1,  |                90 |                90 |
|            1 |          25 |    -1, -1, 2, 1, -1, -1,  |                75 |                75 |
|            2 |          50 |     -1, 3, 2, 1, -1, -1,  |                50 |                50 |
|            3 |          58 |      -1, 3, 2, 1, 4, -1,  |                42 |                42 |
|            4 |          98 |       5, 3, 2, 1, 4, -1,  |                 2 |                 2 |
|          156 |          90 |      5, 3, 2, 1, -1, -1,  |                10 |                10 |
|          159 |          98 |      5, 3, 2, 1, 10, -1,  |                 2 |                 2 |
|          198 |          83 |     5, 3, -1, 1, 10, -1,  |                17 |                17 |
|          198 |          98 |      5, 3, 9, 1, 10, -1,  |                 2 |                 2 |
|          225 |          88 |     5, 3, 9, -1, 10, -1,  |                12 |                12 |
|          227 |          98 |      5, 3, 9, 8, 10, -1,  |                 2 |                 2 |
|          239 |          58 |     -1, 3, 9, 8, 10, -1,  |                42 |                42 |
|          239 |          98 |      6, 3, 9, 8, 10, -1,  |                 2 |                 2 |
|          291 |          90 |      6, 3, 9, 8, -1, -1,  |                10 |                10 |
|          292 |          65 |     6, -1, 9, 8, -1, -1,  |                35 |                35 |
|          292 |          90 |      6, 7, 9, 8, -1, -1,  |                10 |                10 |
|          324 |          80 |     6, 7, 9, -1, -1, -1,  |                20 |                20 |
|          389 |          65 |    6, 7, -1, -1, -1, -1,  |                35 |                35 |
|          405 |          40 |   6, -1, -1, -1, -1, -1,  |                60 |                60 |
|          435 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
