+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          10 |   -1, -1, -1, 1, -1, -1,  |                90 |                90 |
|            5 |          25 |    -1, -1, 2, 1, -1, -1,  |                75 |                75 |
|           11 |          50 |     -1, 3, 2, 1, -1, -1,  |                50 |                50 |
|           11 |          58 |      -1, 3, 2, 1, 4, -1,  |                42 |                42 |
|           16 |          98 |       5, 3, 2, 1, 4, -1,  |                 2 |                 2 |
|          110 |          73 |      5, -1, 2, 1, 4, -1,  |                27 |                27 |
|          110 |          98 |       5, 6, 2, 1, 4, -1,  |                 2 |                 2 |
|          176 |          83 |      5, 6, -1, 1, 4, -1,  |                17 |                17 |
|          176 |          98 |       5, 6, 9, 1, 4, -1,  |                 2 |                 2 |
|          177 |          58 |      -1, 6, 9, 1, 4, -1,  |                42 |                42 |
|          177 |          98 |       8, 6, 9, 1, 4, -1,  |                 2 |                 2 |
|          214 |          88 |      8, 6, 9, -1, 4, -1,  |                12 |                12 |
|          246 |          80 |     8, 6, 9, -1, -1, -1,  |                20 |                20 |
|          295 |          40 |    -1, 6, 9, -1, -1, -1,  |                60 |                60 |
|          295 |          80 |     7, 6, 9, -1, -1, -1,  |                20 |                20 |
|          311 |          55 |    7, -1, 9, -1, -1, -1,  |                45 |                45 |
|          338 |          40 |   7, -1, -1, -1, -1, -1,  |                60 |                60 |
|          372 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
