+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                125 |   1 |    RUNNING |   WAITING |
|                125 |   2 |    WAITING |     READY |
|                125 |   4 |    WAITING |     READY |
|                125 |   5 |    WAITING |     READY |
|                125 |   2 |      READY |   RUNNING |
|                131 |   2 |    RUNNING |   WAITING |
|                131 |   4 |      READY |   RUNNING |
|                135 |   4 |    RUNNING |   WAITING |
|                135 |   5 |      READY |   RUNNING |
|                138 |   5 |    RUNNING |   WAITING |
|                140 |   1 |    WAITING |     READY |
|                140 |   1 |      READY |   RUNNING |
|                145 |   1 |    RUNNING |   WAITING |
|                145 |   2 |    WAITING |     READY |
|                145 |   4 |    WAITING |     READY |
|                145 |   5 |    WAITING |     READY |
|                145 |   2 |      READY |   RUNNING |
|                148 |   2 |    RUNNING | TERMINATED |
|                148 |   3 |        NEW |     READY |
|                148 |   4 |      READY |   RUNNING |
|                152 |   4 |    RUNNING |   WAITING |
|                152 |   5 |      READY |   RUNNING |
|                155 |   5 |    RUNNING |   WAITING |
|                155 |   3 |      READY |   RUNNING |
|                163 |   3 |    RUNNING |   WAITING |
|                163 |   1 |    WAITING |     READY |
|                163 |   4 |    WAITING |     READY |
|                163 |   5 |    WAITING |     READY |
|                163 |   1 |      READY |   RUNNING |
|                168 |   1 |    RUNNING |   WAITING |
|                168 |   4 |      READY |   RUNNING |
|                171 |   4 |    RUNNING | TERMINATED |
|                171 |   8 |        NEW |     READY |
|                171 |   5 |      READY |   RUNNING |
|                174 |   5 |    RUNNING |   WAITING |
|                174 |   8 |      READY |   RUNNING |
|                176 |   8 |    RUNNING |   WAITING |
|                176 |   3 |    WAITING |     READY |
|                176 |   3 |      READY |   RUNNING |
|                184 |   3 |    RUNNING |   WAITING |
|                184 |   1 |    WAITING |     READY |
|                184 |   5 |    WAITING |     READY |
|                184 |   8 |    WAITING |     READY |
|                184 |   1 |      READY |   RUNNING |
|                189 |   1 |    RUNNING | TERMINATED |
|                189 |   6 |        NEW |     READY |
|                189 |   5 |      READY |   RUNNING |
|                192 |   5 |    RUNNING | TERMINATED |
|                192 |   8 |      READY |   RUNNING |
|                194 |   8 |    RUNNING |   WAITING |
|                194 |   6 |      READY |   RUNNING |
|                201 |   6 |    RUNNING |   WAITING |
|                201 |   3 |    WAITING |     READY |
|                201 |   8 |    WAITING |     READY |
|                201 |   3 |      READY |   RUNNING |
|                209 |   3 |    RUNNING |   WAITING |
|                209 |   8 |      READY |   RUNNING |
|                211 |   8 |    RUNNING |   WAITING |
|                211 |   6 |    WAITING |     READY |
|                211 |   6 |      READY |   RUNNING |
|                218 |   6 |    RUNNING |   WAITING |
|                218 |   8 |    WAITING |     READY |
|                218 |   8 |      READY |   RUNNING |
|                220 |   8 |    RUNNING |   WAITING |
|                221 |   3 |    WAITING |     READY |
|                221 |   3 |      READY |   RUNNING |
|                229 |   3 |    RUNNING |   WAITING |
|                229 |   6 |    WAITING |     READY |
|                229 |   8 |    WAITING |     READY |
|                229 |   6 |      READY |   RUNNING |
|                236 |   6 |    RUNNING |   WAITING |
|                236 |   8 |      READY |   RUNNING |
|                238 |   8 |    RUNNING |   WAITING |
|                241 |   3 |    WAITING |     READY |
|                241 |   8 |    WAITING |     READY |
|                241 |   3 |      READY |   RUNNING |
|                249 |   3 |    RUNNING | TERMINATED |
|                249 |   6 |    WAITING |     READY |
|                249 |   7 |        NEW |     READY |
|                249 |   8 |      READY |   RUNNING |
|                251 |   8 |    RUNNING |   WAITING |
|                251 |   6 |      READY |   RUNNING |
|                255 |   6 |    RUNNING | TERMINATED |
|                255 |   8 |    WAITING |     READY |
|                255 |   7 |      READY |   RUNNING |
|                260 |   7 |    RUNNING |   WAITING |
|                260 |   8 |      READY |   RUNNING |
|                262 |   8 |    RUNNING |   WAITING |
|                265 |   8 |    WAITING |     READY |
|                265 |   8 |      READY |   RUNNING |
|                266 |   8 |    RUNNING | TERMINATED |
|                266 |   7 |    WAITING |     READY |
|                266 |   7 |      READY |   RUNNING |
|                271 |   7 |    RUNNING |   WAITING |
|                277 |   7 |    WAITING |     READY |
|                277 |   7 |      READY |   RUNNING |
|                282 |   7 |    RUNNING |   WAITING |
|                288 |   7 |    WAITING |     READY |
|                288 |   7 |      READY |   RUNNING |
|                293 |   7 |    RUNNING | TERMINATED |
