+------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |      Partitions State     | Total Free Memory | Usable Free Memory |
+------------------------------------------------------------------------------------------+
|            0 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
|            0 |          10 |   -1, -1, -1, 1, -1, -1,  |                90 |                90 |
|           20 |          25 |    -1, -1, 2, 1, -1, -1,  |                75 |                75 |
|           20 |          33 |     -1, -1, 2, 1, 3, -1,  |                67 |                67 |
|           20 |          58 |      -1, 4, 2, 1, 3, -1,  |                42 |                42 |
|           20 |          98 |       5, 4, 2, 1, 3, -1,  |                 2 |                 2 |
|          920 |          88 |      5, 4, 2, -1, 3, -1,  |                12 |                12 |
|          945 |          73 |     5, 4, -1, -1, 3, -1,  |                27 |                27 |
|          985 |          48 |    5, -1, -1, -1, 3, -1,  |                52 |                52 |
|          985 |          73 |     5, 6, -1, -1, 3, -1,  |                27 |                27 |
|         1105 |          33 |    -1, 6, -1, -1, 3, -1,  |                67 |                67 |
|         1210 |          25 |   -1, 6, -1, -1, -1, -1,  |                75 |                75 |
|         1470 |           0 |  -1, -1, -1, -1, -1, -1,  |               100 |               100 |
