+------------------------------------------------+
| Time of Transition | PID | Old State | New State |
|                137 |   4 |    RUNNING |   WAITING |
|                137 |   3 |    WAITING |     READY |
|                137 |   3 |      READY |   RUNNING |
|                139 |   4 |    WAITING |     READY |
|                147 |   3 |    RUNNING | TERMINATED |
|                147 |   7 |        NEW |     READY |
|                147 |   4 |      READY |   RUNNING |
|                150 |   4 |    RUNNING |   WAITING |
|                151 |   5 |    RUNNING |   WAITING |
|                151 |   6 |      READY |   RUNNING |
|                152 |   4 |    WAITING |     READY |
|                152 |   4 |      READY |   RUNNING |
|                154 |   5 |    WAITING |     READY |
|                155 |   4 |    RUNNING |   WAITING |
|                155 |   5 |      READY |   RUNNING |
|                157 |   4 |    WAITING |     READY |
|                157 |   4 |      READY |   RUNNING |
|                160 |   4 |    RUNNING |   WAITING |
|                162 |   5 |    RUNNING |   WAITING |
|                162 |   4 |    WAITING |     READY |
|                162 |   4 |      READY |   RUNNING |
|                165 |   4 |    RUNNING |   WAITING |
|                165 |   5 |    WAITING |     READY |
|                165 |   5 |      READY |   RUNNING |
|                167 |   4 |    WAITING |     READY |
|                167 |   4 |      READY |   RUNNING |
|                170 |   4 |    RUNNING |   WAITING |
|                172 |   5 |    RUNNING |   WAITING |
|                172 |   4 |    WAITING |     READY |
|                172 |   4 |      READY |   RUNNING |
|                175 |   4 |    RUNNING |   WAITING |
|                175 |   5 |    WAITING |     READY |
|                175 |   5 |      READY |   RUNNING |
|                177 |   4 |    WAITING |     READY |
|                177 |   4 |      READY |   RUNNING |
|                180 |   4 |    RUNNING | TERMINATED |
|                182 |   5 |    RUNNING |   WAITING |
|                183 |   6 |    RUNNING |   WAITING |
|                183 |   7 |      READY |   RUNNING |
|                184 |   6 |    WAITING |     READY |
|                184 |   6 |      READY |   RUNNING |
|                185 |   5 |    WAITING |     READY |
|                185 |   5 |      READY |   RUNNING |
|                189 |   5 |    RUNNING |   WAITING |
|                190 |   6 |    RUNNING |   WAITING |
|                191 |   6 |    WAITING |     READY |
|                191 |   6 |      READY |   RUNNING |
|                192 |   5 |    WAITING |     READY |
|                192 |   5 |      READY |   RUNNING |
|                196 |   5 |    RUNNING |   WAITING |
|                197 |   6 |    RUNNING |   WAITING |
|                198 |   6 |    WAITING |     READY |
|                198 |   6 |      READY |   RUNNING |
|                199 |   5 |    WAITING |     READY |
|                199 |   5 |      READY |   RUNNING |
|                200 |   5 |    RUNNING | TERMINATED |
|                200 |   8 |        NEW |     READY |
|                201 |   6 |    RUNNING |   WAITING |
|                202 |   6 |    WAITING |     READY |
|                202 |   6 |      READY |   RUNNING |
|                204 |   6 |    RUNNING |   WAITING |
|                205 |   7 |    RUNNING |   WAITING |
|                205 |   6 |    WAITING |     READY |
|                205 |   6 |      READY |   RUNNING |
|                207 |   6 |    RUNNING |   WAITING |
|                207 |   8 |      READY |   RUNNING |
|                208 |   6 |    WAITING |     READY |
|                208 |   6 |      READY |   RUNNING |
|                209 |   7 |    WAITING |     READY |
|                210 |   6 |    RUNNING |   WAITING |
|                210 |   7 |      READY |   RUNNING |
|                211 |   6 |    WAITING |     READY |
|                211 |   6 |      READY |   RUNNING |
|                213 |   6 |    RUNNING |   WAITING |
|                214 |   6 |    WAITING |     READY |
|                214 |   6 |      READY |   RUNNING |
|                216 |   6 |    RUNNING |   WAITING |
|                217 |   6 |    WAITING |     READY |
|                217 |   6 |      READY |   RUNNING |
|                219 |   6 |    RUNNING | TERMINATED |
|                221 |   7 |    RUNNING |   WAITING |
|                225 |   7 |    WAITING |     READY |
|                225 |   7 |      READY |   RUNNING |
|                230 |   7 |    RUNNING |   WAITING |
|                234 |   7 |    WAITING |     READY |
|                234 |   7 |      READY |   RUNNING |
|                239 |   7 |    RUNNING |   WAITING |
|                243 |   7 |    WAITING |     READY |
|                243 |   7 |      READY |   RUNNING |
|                248 |   7 |    RUNNING |   WAITING |
|                250 |   8 |    RUNNING |   WAITING |
|                250 |   9 |      READY |   RUNNING |
|                252 |   7 |    WAITING |     READY |
|                252 |   7 |      READY |   RUNNING |
|                257 |   7 |    RUNNING |   WAITING |
|                260 |   8 |    WAITING |     READY |
|                260 |   8 |      READY |   RUNNING |
|                261 |   7 |    WAITING |     READY |
|                261 |   7 |      READY |   RUNNING |
|                266 |   7 |    RUNNING | TERMINATED |
|                280 |   8 |    RUNNING |   WAITING |
|                282 |   9 |    RUNNING |   WAITING |
|                288 |   9 |    WAITING |     READY |
|                288 |   9 |      READY |   RUNNING |
|                290 |   8 |    WAITING |     READY |
|                290 |   8 |      READY |   RUNNING |
|                305 |   8 |    RUNNING |   WAITING |
|                310 |   9 |    RUNNING |   WAITING |
|                315 |   8 |    WAITING |     READY |
|                315 |   8 |      READY |   RUNNING |
|                316 |   9 |    WAITING |     READY |
|                330 |   8 |    RUNNING | TERMINATED |
|                330 |   9 |      READY |   RUNNING |
|                337 |   9 |    RUNNING |   WAITING |
|                343 |   9 |    WAITING |     READY |
|                343 |   9 |      READY |   RUNNING |
|                350 |   9 |    RUNNING |   WAITING |
|                356 |   9 |    WAITING |     READY |
|                356 |   9 |      READY |   RUNNING |
|                363 |   9 |    RUNNING |   WAITING |
|                369 |   9 |    WAITING |     READY |
|                369 |   9 |      READY |   RUNNING |
|                376 |   9 |    RUNNING |   WAITING |
|                382 |   9 |    WAITING |     READY |
|                382 |   9 |      READY |   RUNNING |
|                389 |   9 |    RUNNING |   WAITING |
|                395 |   9 |    WAITING |     READY |
|                395 |   9 |      READY |   RUNNING |
|                396 |   9 |    RUNNING | TERMINATED |
